群名,群类别,群人数,消息数,稠密度,性别比,平均年龄,年龄差,地域集中度,手机比例,会话数,无回应比例,夜聊比例,图片比例
**华第二帝国℡白馬群,1.0,65.0,1.0,0.212019230769,0.578125,16.5806451613,4.97914485175,0.876923076923,0.0,4.0,0.75,0.0,0.0
**际电子回收IC－二群,1.0,177.0,220.0,0.0224062660503,0.778409090909,25.6687116564,5.65257443354,0.693181818182,0.0863636363636,149.0,0.852348993289,0.180995475113,0.0590909090909
**俪雪】后宫,1.0,141.0,533.0,0.0231509625127,0.36690647482,14.3937007874,4.09562370687,0.1015625,0.230769230769,67.0,0.507462686567,0.325695581015,0.0262664165103
CD是一家人！,1.0,79.0,982.0,0.230931515742,0.818181818182,32.3947368421,5.58211181357,0.679487179487,0.0437881873727,103.0,0.388349514563,0.0091649694501,0.0437881873727
|▍゛醉红颜,1.0,305.0,40486.0,0.00204918032787,0.95593220339,21.4882154882,4.32836107668,0.353135313531,0.0267746875463,618.0,0.313915857605,0.216743175872,0.0349750531048
**軍高战审核群,1.0,309.0,62790.0,0.0234732904636,0.953795379538,26.2154882155,5.54874595418,0.527508090615,0.0202898550725,509.0,0.208251473477,0.179072977991,0.073403408186
**达集团娱乐,1.0,65.0,2.0,0.00985576923077,0.553846153846,24.4423076923,5.7325436076,0.153846153846,0.0,2.0,1.0,0.0,0.0
**冷漠替代悲伤,1.0,311.0,7658.0,0.0132558863188,0.42,17.238410596,4.1602161961,0.67868852459,0.405066597023,284.0,0.341549295775,0.196341463415,0.0107077565944
**嫣Fans,1.0,75.0,74.0,0.029009009009,0.32,16.0289855072,5.05325555701,0.157142857143,0.256756756757,11.0,0.636363636364,0.865384615385,0.0135135135135
**位管理处工作交流群,1.0,125.0,482.0,0.00883870967742,0.55,32.9217391304,8.23475965288,0.96,0.0103734439834,63.0,0.539682539683,0.00829875518672,0.0
**福安心委员会,1.0,61.0,48320.0,0.0193989071038,0.931034482759,20.1379310345,4.85460419872,0.166666666667,0.525600165563,526.0,0.264258555133,0.20253398877,0.099482615894
**侠情缘网络版叁,1.0,62.0,8707.0,0.0111052353252,0.542372881356,19.7049180328,4.67411519564,0.209677419355,0.54461927185,355.0,0.349295774648,0.145448724789,0.0776386815206
**默相陪,1.0,54.0,2633.0,0.0436757512229,0.666666666667,35.46,6.84166646366,0.481481481481,0.664261298899,226.0,0.575221238938,0.256680466692,0.0281048233954
**護獅子祥□玻璃心□,1.0,52.0,219.0,0.101432880845,0.288461538462,20.3653846154,2.88916308186,0.192307692308,0.981735159817,18.0,0.5,0.0117302052786,0.0
**古丁精雕群,1.0,445.0,43101.0,0.00800688328778,0.890660592255,27.6604215457,6.59248048048,0.263513513514,0.0564024036565,568.0,0.272887323944,0.218244461177,0.10009048514
**度井川由衣吧,1.0,242.0,1570.0,0.00181749597065,0.939393939394,22.3540669856,4.52520799335,0.166666666667,0.2,175.0,0.525714285714,0.0203045685279,0.0229299363057
**南贴吧,1.0,75.0,2205.0,0.0538738738739,0.756756756757,20.8888888889,3.74371901974,0.630136986301,0.488888888889,107.0,0.457943925234,0.182877633348,0.0181405895692
WeNew期货程序化交易群,2.0,75.0,134.0,0.0331531531532,0.824324324324,37.109375,6.96894268231,0.238805970149,0.0,48.0,0.770833333333,0.0,0.0223880597015
**球大联盟,2.0,51.0,1.0,0.0101960784314,0.625,27.1470588235,3.6632704204,0.352941176471,0.0,1.0,1.0,0.0,0.0
**庆天使投资人俱乐部,2.0,56.0,68.0,0.00422077922078,0.875,28.6315789474,5.84186817916,0.394736842105,0.0,25.0,0.88,0.147058823529,0.0
**消息大家看群资料,2.0,51.0,6.0,0.123529411765,0.586956521739,20.2121212121,3.26373624675,0.545454545455,0.166666666667,6.0,1.0,0.0,0.0
**肥站长/电商实战,2.0,125.0,549.0,0.0166451612903,0.74358974359,26.1717171717,3.74985630443,0.714285714286,0.0382513661202,41.0,0.536585365854,0.0146252285192,0.0127504553734
Super<11>纪念群,2.0,53.0,387.0,0.58526850508,0.603773584906,17.1063829787,1.18920754149,0.914893617021,0.232558139535,24.0,0.458333333333,0.131782945736,0.0361757105943
**海寻宝,2.0,104.0,295.0,0.0250186706497,0.586538461538,30.3333333333,6.29413708273,0.852941176471,0.267796610169,94.0,0.723404255319,0.047619047619,0.0
**格精英之家,2.0,163.0,294.0,0.0338938120124,0.238709677419,38.2666666667,10.2242993059,0.181818181818,0.268707482993,94.0,0.744680851064,0.215017064846,0.0544217687075
08级金融专业,2.0,88.0,1.0,0.0770637408568,0.397727272727,26.4941176471,2.42352941176,0.732558139535,1.0,1.0,1.0,0.0,0.0
**消息大家看群资料,2.0,68.0,2.0,0.0421422300263,0.55737704918,31.0222222222,4.68325095486,0.45652173913,0.0,2.0,1.0,0.0,0.0
**手外汇黄金喊单群,2.0,54.0,1.0,0.0104821802935,0.6875,32.0476190476,7.47361193021,0.166666666667,0.0,1.0,1.0,0.0,0.0
**城城乡社保,2.0,82.0,59.0,0.0791930141524,0.439024390244,32.6197183099,9.17799910254,1.0,0.0169491525424,19.0,0.842105263158,0.0338983050847,0.0
**金白银投资俱乐部,2.0,77.0,72.0,0.0131578947368,0.675675675676,29.4915254237,5.35319603999,0.15873015873,0.0138888888889,37.0,0.972972972973,0.0277777777778,0.0
**国际航服国际票Ⅲ群,2.0,98.0,1.0,0.0281927203871,0.173469387755,31.0229885057,7.79327297819,0.979166666667,0.0,1.0,1.0,0.0,0.0
**银国际客户二群湖北,2.0,58.0,1.0,0.0284331518451,0.607142857143,33.4666666667,7.51768285814,0.862745098039,0.0,1.0,1.0,0.0,0.0
**圳荣迷会,2.0,122.0,1720.0,0.0134805581899,0.521367521368,25.8909090909,4.50322198703,0.842105263158,0.495930232558,147.0,0.428571428571,0.148837209302,0.0308139534884
-?１,2.0,53.0,28.0,0.0591436865022,0.577777777778,25.3421052632,2.23931751574,0.631578947368,0.964285714286,9.0,0.777777777778,0.214285714286,0.357142857143
**盟全球购加盟商,2.0,86.0,135.0,0.030779753762,0.666666666667,27.698630137,6.27821833968,0.171052631579,0.111111111111,21.0,0.666666666667,0.0222222222222,0.0
**宁寻股理财中心,2.0,57.0,11.0,0.0457393483709,0.592592592593,30.6078431373,6.60385636408,0.666666666667,0.0909090909091,10.0,0.9,0.272727272727,0.0909090909091
**锌现货,2.0,116.0,3150.0,0.0229385307346,0.683168316832,28.5641025641,4.63152448621,0.655172413793,0.0,376.0,0.539893617021,0.012380952381,0.0
**艳股票交流群1--博赢,2.0,102.0,99.0,0.00795961949136,0.632653061224,35.3246753247,6.97573076457,0.463414634146,0.030303030303,55.0,0.872727272727,0.020202020202,0.0
**龙天水营业部交流群,2.0,51.0,104.0,0.329019607843,0.647058823529,30.7872340426,7.66294252191,1.0,0.0,53.0,0.811320754717,0.0,0.0384615384615
**阜人才交流高校联谊,2.0,64.0,52.0,0.107638888889,0.64,22.6888888889,2.66518477343,0.673913043478,0.0,15.0,1.0,0.134615384615,0.0
**水股票技巧交流,2.0,105.0,25.0,0.00192307692308,0.676923076923,28.8518518519,7.87261405927,0.714285714286,0.04,19.0,0.947368421053,0.32,0.0
**群公告！好消息！,2.0,66.0,17.0,0.0610722610723,0.672413793103,25.9090909091,4.07775663491,0.848484848485,0.0588235294118,6.0,1.0,0.0,0.0
**业证券股市信息速递,2.0,93.0,15.0,0.0300374006545,0.445652173913,34.5443037975,10.0917279929,0.931818181818,0.0,7.0,0.857142857143,0.0,0.0
**在中国,2.0,66.0,315.0,0.0251748251748,0.5,34.4237288136,7.02104195713,0.916666666667,0.0730158730159,26.0,0.384615384615,0.0031746031746,0.0253968253968
**汇理财交流群,2.0,69.0,2.0,0.00319693094629,0.788461538462,28.6071428571,6.00796664982,0.51724137931,0.5,2.0,1.0,0.5,0.0
**阳分局,2.0,78.0,87.0,0.197802197802,0.602941176471,29.8333333333,5.75953316009,0.953125,0.183908045977,16.0,0.625,0.0229885057471,0.0459770114943
**银股票理财交流群,2.0,252.0,2379.0,0.0021343198634,0.674796747967,27.0798319328,6.27971363464,0.243027888446,0.0332072299285,44.0,0.272727272727,0.0970996216898,0.042034468264
**庄共舞实战交流群,2.0,186.0,1551.0,0.00932868352223,0.688172043011,36.2261904762,11.7253806827,0.1875,0.0103159252095,223.0,0.739910313901,0.00322372662798,0.00257898130239
**盛手机炒货群,2.0,79.0,2526.0,0.177215189873,0.784810126582,29.0588235294,4.73684665817,0.236842105263,0.0,642.0,0.443925233645,0.0700712589074,0.000791765637371
11级中财MBA,2.0,88.0,436.0,0.169932079415,0.547619047619,29.3170731707,3.59497633487,0.917647058824,0.142201834862,75.0,0.573333333333,0.103211009174,0.00229357798165
**户股票同盟,2.0,482.0,815.0,0.00349375868048,0.409381663113,29.5180722892,7.32936238089,0.505494505495,0.0,165.0,0.872727272727,0.0895705521472,0.0
**财-财富交流群6,2.0,250.0,388.0,0.0074859437751,0.691666666667,31.0473933649,9.39837791448,0.134782608696,0.00257731958763,108.0,0.777777777778,0.00773195876289,0.0
**约在一起,2.0,70.0,1.0,0.0708074534161,0.606557377049,26.9245283019,4.04152528933,0.781818181818,0.0,1.0,1.0,0.0,0.0
**税茶座-台州,2.0,72.0,48.0,0.00802034428795,0.283582089552,29.1230769231,4.95675977385,0.764705882353,0.0,8.0,0.625,0.0204081632653,0.0
**金万投投资三群,2.0,65.0,28.0,0.0141826923077,0.725806451613,31.9782608696,10.5015301793,0.54347826087,0.0,21.0,0.952380952381,0.0,0.0
68.0,2.0,55.0,2.0,0.411111111111,0.490566037736,23.0833333333,0.571304550033,0.916666666667,0.5,2.0,1.0,0.0,0.0
**泰北京大街群VIP5,2.0,179.0,78.0,0.00291883748666,0.420454545455,38.8543046358,11.0227923717,0.9,0.0128205128205,43.0,0.906976744186,0.0,0.0
**仕奇二手房群①◆,2.0,157.0,203.0,0.00922750285808,0.682119205298,30.0344827586,5.75345628429,0.849206349206,0.00985221674877,66.0,0.727272727273,0.0246305418719,0.0
**群公告！好消息！,2.0,64.0,3.0,0.206101190476,0.8,25.4090909091,3.41333069688,0.533333333333,1.0,3.0,1.0,0.0,0.0
**色玉溪汇德投资联盟,2.0,167.0,83.0,0.00833273212611,0.446808510638,33.1504424779,8.59843702502,0.715517241379,0.0722891566265,26.0,0.884615384615,0.0365853658537,0.0
FIFAM13-FM2013交流群,2.0,52.0,52.0,0.0165912518854,0.897959183673,26.2142857143,3.30609620381,0.093023255814,0.403846153846,11.0,0.636363636364,0.192307692308,0.0192307692308
**山机械加工交流网,2.0,294.0,1538.0,0.00348262171763,0.856643356643,27.7310606061,6.3936241036,0.851449275362,0.270481144343,406.0,0.64039408867,0.221642764016,0.0292587776333
**证沈阳3群,2.0,89.0,37.0,0.0323033707865,0.511627906977,39.262295082,11.2058264109,0.871428571429,0.0,25.0,0.96,0.0,0.0
**女酒托★娱乐会所,2.0,640.0,57415.0,0.00368006651017,0.663430420712,23.6701208981,5.10443491204,0.095623987034,0.00895236436471,155.0,0.316129032258,0.136067345231,0.0
**花学习网（VIP18群？,2.0,690.0,4176.0,0.0029469300183,0.975073313783,28.5168195719,6.06530653815,0.202682563338,0.286398467433,339.0,0.469026548673,0.129009095261,0.00526819923372
**货白银喊单体验群,2.0,654.0,73750.0,0.00167188839091,0.608490566038,27.3111831442,6.63718868503,0.260465116279,0.0809220338983,328.0,0.295731707317,0.147331913267,0.0697627118644
**传网络徐州体验群,2.0,370.0,5117.0,0.00605727678898,0.820163487738,31.1730205279,9.27943391641,0.461971830986,0.0543287082275,248.0,0.431451612903,0.0189046969402,0.0119210474888
**张股票实战交流群⑧,2.0,312.0,508.0,0.00603924478523,0.655844155844,31.1601941748,5.2100135066,0.22966507177,0.00787401574803,121.0,0.661157024793,0.00395256916996,0.00393700787402
**威交流群2,2.0,268.0,155.0,0.00469562300855,0.700757575758,32.5067264574,8.30628372821,0.121739130435,0.0193548387097,69.0,0.942028985507,0.00645161290323,0.0
**阳项目部-会计群,2.0,90.0,49.0,0.0513108614232,0.344444444444,33.2168674699,9.37575467519,0.64367816092,0.265306122449,24.0,0.625,0.0,0.0612244897959
**税办税员群,2.0,67.0,7.0,0.0587969244686,0.194029850746,33.1774193548,9.16079337589,0.890625,0.0,4.0,1.0,0.0,0.0
**海思众船务Ｖｉｐ⒋,2.0,153.0,1080.0,0.0744754041968,0.431506849315,28.7126436782,7.23005865698,0.294736842105,0.0,257.0,0.486381322957,0.00185185185185,0.0
Q宠愚乐斗,2.0,189.0,94.0,0.0101035686142,0.616352201258,23.8591549296,6.28948546821,0.20979020979,0.36170212766,46.0,0.826086956522,0.274725274725,0.0212765957447
**界金融物流無限公司,2.0,65.0,2.0,0.488461538462,0.460317460317,18.2857142857,0.451753951453,0.701754385965,1.0,2.0,1.0,1.0,0.0
**票之神,2.0,59.0,386.0,0.0274693161894,0.563636363636,34.641509434,8.91700588471,0.909090909091,0.432642487047,78.0,0.525641025641,0.00777202072539,0.00518134715026
**资理财交流群,2.0,67.0,3.0,0.0165083672546,0.53125,34.05,10.5687037994,0.212765957447,0.0,3.0,1.0,0.0,0.0
**山招聘网4群,2.0,71.0,38.0,0.0092555331992,0.492307692308,28.1489361702,4.8596415392,0.897959183673,0.0263157894737,18.0,0.944444444444,0.184210526316,0.0
**头机械加工2机加工,2.0,514.0,2609.0,0.00412618229534,0.864476386037,28.8236607143,6.54603703663,0.490364025696,0.211192027597,647.0,0.527047913447,0.206989247312,0.0180145649674
5D6D站长交流群,2.0,59.0,1.0,0.00789012273524,0.775510204082,26.5714285714,4.10077145554,0.333333333333,0.0,1.0,1.0,0.0,0.0
51196997.0,2.0,60.0,6.0,0.0129943502825,0.785714285714,27.3571428571,4.59202947441,0.204545454545,0.166666666667,4.0,1.0,0.0,0.0
**恒汇-黄金-外汇★总E,2.0,389.0,173.0,0.00273633159304,0.720994475138,29.2761506276,6.95706319352,0.13358778626,0.00578034682081,125.0,0.888,0.0751445086705,0.0231213872832
**龙苑（鸿力）业主会,2.0,78.0,2.0,0.0104895104895,0.510204081633,30.9393939394,3.39285697025,0.685714285714,0.0,1.0,1.0,0.0,0.0
**之宗辣管家淘宝店,2.0,83.0,6.0,0.0318836320893,0.530120481928,29.1621621622,5.79614743211,0.725,0.5,3.0,0.666666666667,0.166666666667,0.0
A股票的魅力,2.0,76.0,121.0,0.0273684210526,0.602739726027,35.1935483871,7.54735311363,0.220588235294,0.0,23.0,0.695652173913,0.0165289256198,0.0413223140496
**津热镀锌方矩群,2.0,156.0,355.0,0.0253101736973,0.785185185185,28.1794871795,5.37581698759,0.479338842975,0.0140845070423,77.0,0.818181818182,0.0198300283286,0.0
**安保险－杭州区,2.0,254.0,846.0,0.0014627618188,0.506787330317,27.2680851064,7.37047319082,0.312,0.137115839243,310.0,0.706451612903,0.245551601423,0.00354609929078
98证券投资社交流群,2.0,90.0,8.0,0.0187265917603,0.920454545455,25.9310344828,1.99305174335,0.579545454545,0.375,8.0,1.0,0.125,0.0
**公司工管部群,2.0,91.0,9.0,0.152747252747,0.876404494382,29.1363636364,4.22433915806,0.534090909091,0.111111111111,5.0,0.8,0.0,0.111111111111
**股直播间贵宾群,2.0,79.0,1.0,0.0219084712756,0.569444444444,38.0816326531,12.2521747086,0.145454545455,0.0,1.0,1.0,0.0,0.0
**股友轩》,2.0,64.0,80.0,0.0178571428571,0.6,36.7441860465,10.3678685734,0.122448979592,0.3625,21.0,0.714285714286,0.075,0.025
**丶|,2.0,72.0,1.0,0.0575117370892,0.606557377049,23.0540540541,2.26543887456,0.684210526316,1.0,1.0,1.0,0.0,1.0
**股论汇,2.0,127.0,537.0,0.0236220472441,0.532710280374,26.1979166667,7.30955395308,0.81,0.119180633147,149.0,0.744966442953,0.333955223881,0.113594040968
**龙证券白银VIP1,2.0,153.0,456.0,0.00791193670451,0.506578947368,40.3697478992,8.95259743185,0.908450704225,0.0175438596491,78.0,0.897435897436,0.115973741794,0.0
**阳同学,2.0,57.0,9.0,0.0983709273183,0.647058823529,23.0,0.925820099773,0.714285714286,0.0,1.0,0.0,0.0,0.0
**券理财-小朱,2.0,61.0,1.0,0.0390710382514,0.518518518519,33.74,7.19391409457,0.843137254902,0.0,1.0,1.0,0.0,0.0
**—━╋（1）团,2.0,60.0,114.0,0.371751412429,0.228070175439,22.5172413793,1.41715328193,0.661016949153,0.5,16.0,0.5625,0.0175438596491,0.0
Super,2.0,51.0,1.0,0.2,0.632653061224,22.9787234043,0.564531879209,0.68085106383,1.0,1.0,1.0,0.0,0.0
**线涨停联盟D部10群,2.0,396.0,1730.0,0.00173890806802,0.841836734694,31.5593667546,7.29647586312,0.130769230769,0.0231213872832,230.0,0.891304347826,0.015670342426,0.000578034682081
**鼎投资（丰润群）,2.0,60.0,3.0,0.0175141242938,0.783333333333,33.76,6.82219905895,0.823529411765,0.0,2.0,1.0,0.0,0.0
VIP東興操盤手信息空间,2.0,61.0,218.0,0.0475409836066,0.533333333333,36.2678571429,11.0719901931,0.983606557377,0.0045871559633,31.0,0.967741935484,0.0,0.0045871559633
**房论市9群,2.0,83.0,16.0,0.00514252130473,0.507692307692,29.9347826087,4.84724114233,0.72,0.0625,15.0,1.0,0.0,0.0
**友数码部落,2.0,803.0,53604.0,0.000860240432543,0.845268542199,24.1722365039,6.69371422793,0.137279596977,0.814323557943,624.0,0.323717948718,0.237251416509,0.0218267293486
3D,2.0,686.0,659.0,0.00139814006937,0.487022900763,22.424954792,6.05118846006,0.136042402827,0.635811836115,142.0,0.697183098592,0.0876923076923,0.01062215478
**莞虎门激光烧花交流,2.0,75.0,118.0,0.0245045045045,0.786666666667,27.9577464789,5.93494454503,0.866666666667,0.0423728813559,50.0,0.72,0.108333333333,0.0593220338983
**货投资交流,2.0,84.0,13.0,0.0283993115318,0.807228915663,32.6901408451,8.54745089963,0.361111111111,0.0,10.0,0.9,0.0,0.0
**缅管道一、五标,2.0,88.0,432.0,0.223876698015,0.920454545455,33.3170731707,11.3286578638,0.655172413793,0.159722222222,128.0,0.578125,0.0763888888889,0.00231481481481
**富交流群,2.0,232.0,158.0,0.00796760710554,0.805194805195,24.7183098592,5.61315464998,0.16742081448,0.0189873417722,49.0,0.938775510204,0.00636942675159,0.0
**城电脑同行,2.0,84.0,45.0,0.0533562822719,0.886075949367,30.5540540541,5.41305202389,0.907894736842,0.0222222222222,30.0,0.966666666667,0.111111111111,0.0222222222222
**兴投资交流群,2.0,124.0,208.0,0.00635982166273,0.708333333333,27.6176470588,6.05860936229,0.257142857143,0.274038461538,41.0,0.707317073171,0.0576923076923,0.0192307692308
**国话费充值交流群,2.0,79.0,8.0,0.0332684193444,0.722222222222,27.2372881356,5.33087897179,0.7,0.125,8.0,1.0,0.25,0.25
**贝阳光海岸,2.0,91.0,2.0,0.100244200244,0.493670886076,24.9154929577,3.07990524307,0.821917808219,0.0,2.0,1.0,0.0,0.0
**群公告！好消息！,2.0,68.0,14.0,0.0342405618964,0.446808510638,22.4324324324,3.53010634968,0.75,0.428571428571,3.0,1.0,0.0,0.0
**帆实战交流8群な,2.0,214.0,686.0,0.0104207801325,0.72641509434,35.1990049751,8.17350403219,0.0966183574879,0.00728862973761,160.0,0.6375,0.00874635568513,0.00437317784257
**文交流VIP001*^_^*群,2.0,225.0,740.0,0.00732142857143,0.714932126697,32.4454976303,6.94600816957,0.543378995434,0.00135135135135,142.0,0.612676056338,0.0,0.00135135135135
**线推股,2.0,59.0,787.0,0.0257159555815,0.464285714286,32.7380952381,9.0948952815,0.25,0.0991105463787,68.0,0.397058823529,0.0725190839695,0.00381194409149
**怀村会所,2.0,89.0,20.0,0.104187946885,0.588235294118,23.32,5.01772856978,0.622641509434,0.9,4.0,0.5,0.1,0.0
**影人,2.0,100.0,16.0,0.0260606060606,0.626865671642,26.9152542373,4.53344683322,0.783333333333,0.0625,3.0,1.0,0.0,0.0
**波外贸协会,2.0,802.0,32913.0,0.00279420051619,0.632653061224,26.5716312057,4.69987665812,0.817189631651,0.0752590161942,530.0,0.307547169811,0.0800753936888,0.0491295232887
**斗メ至尊灬神话,2.0,129.0,907.0,0.0348231589147,0.918181818182,21.067961165,6.72664912601,0.2,0.647188533627,91.0,0.582417582418,0.34364640884,0.00110253583241
**凡WAP合作,2.0,223.0,133.0,0.014786086535,0.596590909091,26.8392857143,5.32103905573,0.375,0.142857142857,100.0,0.92,0.201550387597,0.0
**声依旧【vip】,2.0,199.0,11.0,0.0193137404193,0.639593908629,27.420212766,5.52739944599,0.90306122449,0.272727272727,6.0,0.833333333333,0.0,0.0
**泰首义紫金理财团队,2.0,53.0,90.0,0.0754716981132,0.4375,32.6818181818,12.4786594692,0.891304347826,0.0,19.0,1.0,0.0,0.0
**码头-河南群,2.0,299.0,5816.0,0.0116607932482,0.825174825175,27.288973384,5.38200000382,0.551094890511,0.0541609353508,904.0,0.587389380531,0.136598827182,0.000171939477304
**用五菱润滑油物流B,2.0,154.0,2.0,0.0146846617435,0.512987012987,27.9857142857,5.283377862,0.141891891892,0.0,2.0,1.0,0.5,0.0
**化股票交流群,2.0,196.0,1364.0,0.0167974882261,0.538860103627,33.5680473373,8.67884166446,0.805555555556,0.277859237537,93.0,0.602150537634,0.0953079178886,0.0131964809384
**海之家,2.0,648.0,1212.0,0.00147165454996,0.608763693271,34.5277310924,8.38949848132,0.141233766234,0.00907590759076,192.0,0.583333333333,0.0685950413223,0.0173267326733
**术联盟-软件交流,2.0,51.0,6.0,0.0490196078431,0.789473684211,20.9333333333,2.06451500896,0.666666666667,1.0,5.0,1.0,0.0,0.0
**金白银交流群（二),2.0,53.0,11.0,0.0406386066763,0.77358490566,33.1707317073,9.75030315732,0.173913043478,0.0,7.0,1.0,0.0,0.0
**群公告！好消息！,2.0,276.0,261.0,0.00122529644269,0.904411764706,23.4444444444,9.27067021734,0.198443579767,0.130268199234,83.0,0.734939759036,0.242424242424,0.0727969348659
10枣庄3班,2.0,56.0,45.0,0.363636363636,0.127272727273,22.1320754717,2.39526053925,0.433962264151,0.933333333333,14.0,0.928571428571,0.0,0.222222222222
**沙搜房博客官方群,2.0,136.0,88.0,0.024128540305,0.618644067797,27.41,6.5895295735,0.801886792453,0.0,37.0,0.972972972973,0.579545454545,0.0568181818182
**尼夫妇§粉丝专区□,2.0,500.0,1410.0,0.00216833667335,0.0745967741935,16.4968287526,4.79081336431,0.101871101871,0.568794326241,179.0,0.463687150838,0.238396624473,0.00709219858156
**简投资俱乐部,2.0,60.0,6.0,0.0282485875706,0.72,29.1777777778,5.54692663208,0.255319148936,0.5,5.0,1.0,0.0,0.0
**身部落╄→Girl♀,2.0,78.0,394.0,0.028305028305,0.512820512821,22.1791044776,3.34987356916,0.716417910448,0.560913705584,76.0,0.618421052632,0.0279187817259,0.0431472081218
**龙的传说,2.0,65.0,11.0,0.157211538462,0.412698412698,21.7547169811,3.85543311997,0.618181818182,1.0,7.0,0.857142857143,0.272727272727,0.0
**基会员交流群（４）,2.0,97.0,1.0,0.0148195876289,0.925531914894,21.7058823529,3.61312486364,0.441860465116,1.0,1.0,1.0,0.0,0.0
**强三中97界同学会,2.0,56.0,48.0,0.0704545454545,0.722222222222,28.36,3.23579974659,0.66,0.395833333333,9.0,0.555555555556,0.770833333333,0.0208333333333
Toxic,2.0,157.0,1381.0,0.0538951494366,0.908496732026,22.3722627737,5.05878912731,0.151079136691,0.498913830558,276.0,0.641304347826,0.147937411095,0.00434467776973
**海盗】英雄联盟脚本,2.0,215.0,30420.0,0.00556400782439,0.962085308057,23.1563981043,4.77842647094,0.182242990654,0.0764957264957,713.0,0.267882187938,0.148940358244,0.037573964497
**矿黄金投资交流群,2.0,73.0,1801.0,0.0665905631659,0.611111111111,29.2058823529,7.1692948696,0.869565217391,0.0544142143254,89.0,0.14606741573,0.359244863964,0.00333148250972
**货黄金外汇,2.0,84.0,320.0,0.19305794607,0.571428571429,31.3506493506,7.25019701258,0.841463414634,0.0,24.0,0.833333333333,0.0,0.0
**周上海军天湖培训班,2.0,68.0,7.0,0.0594820017559,0.953846153846,27.3684210526,3.25323902804,0.475409836066,0.0,7.0,1.0,0.0,0.0
**食加工群,2.0,446.0,567.0,0.0139718849196,0.807339449541,31.6237623762,8.15305504928,0.228915662651,0.253968253968,179.0,0.687150837989,0.0814159292035,0.026455026455
**想早起团—Just,2.0,97.0,627.0,0.0477878006873,0.59375,20.3711340206,3.25645936256,0.958762886598,0.496012759171,49.0,0.469387755102,0.031847133758,0.00318979266348
**国网站外包,2.0,218.0,44.0,0.00934342366719,0.805687203791,26.0209424084,5.67898497234,0.227272727273,0.0227272727273,29.0,0.758620689655,0.0975609756098,0.136363636364
**资交流群（10）,2.0,427.0,10206.0,0.000483776978813,0.87619047619,26.5038167939,5.50693393005,0.109725685786,0.0154810895552,190.0,0.263157894737,0.196922172123,0.0887713109935
**户股票同盟,2.0,431.0,106.0,0.00432202018022,0.408983451537,28.9444444444,7.03935147125,0.410256410256,0.00943396226415,26.0,1.0,0.144230769231,0.0
3D彩票投资,2.0,317.0,2854.0,0.00518108852773,0.597864768683,24.6467391304,8.0979190978,0.167539267016,0.00911002102313,229.0,0.930131004367,0.0968081374956,0.00175192711983
**线黑马部落A部664群,2.0,395.0,1730.0,0.000983100944548,0.659793814433,34.7889182058,7.79302059986,0.228346456693,0.00635838150289,214.0,0.827102803738,0.0150899593732,0.000578034682081
**然实战交流群*^_^*22,2.0,217.0,4.0,0.00680576890254,0.625592417062,31.7341772152,8.79399804061,0.164634146341,0.75,2.0,0.5,0.0,0.0
**花顺智盈软件交流群,2.0,53.0,3.0,0.00435413642961,0.849056603774,34.25,9.47298791301,0.093023255814,0.0,3.0,1.0,0.0,0.0
**盟操盘手-牛股堂C5,2.0,70.0,2.0,0.0273291925466,0.671428571429,30.3620689655,8.83507562144,0.203389830508,0.0,2.0,1.0,0.0,0.0
**腾2,2.0,213.0,44.0,0.00186021791124,0.578680203046,26.0652173913,6.60062197524,0.222222222222,0.0681818181818,19.0,0.894736842105,0.0454545454545,0.0681818181818
**院爱心家园专用群2,2.0,376.0,1396.0,0.0101843971631,0.216577540107,19.3743169399,3.65661261146,0.997333333333,0.669054441261,93.0,0.322580645161,0.203158650395,0.00716332378223
**上牛股奔钱城,2.0,127.0,239.0,0.0264341957255,0.623931623932,34.8440366972,11.015563895,0.834645669291,0.0376569037657,97.0,0.639175257732,0.0543933054393,0.1589958159
**大会计师事务所,2.0,294.0,52.0,0.0277913213067,0.576642335766,33.2765957447,8.78369409919,0.452755905512,0.0769230769231,24.0,0.75,0.0408163265306,0.0
**海争锋实战交流群,2.0,168.0,1.0,0.00128314798973,0.883435582822,38.1209677419,8.542675359,0.0952380952381,0.0,1.0,1.0,0.0,0.0
**男シ靓女群英会,2.0,60.0,4.0,0.0327683615819,0.622641509434,22.7727272727,3.93043853882,0.681818181818,0.5,3.0,1.0,0.0,0.0
**金共舞《黄金白银》,2.0,54.0,2.0,0.0251572327044,0.595744680851,34.6341463415,8.61579971675,0.744186046512,0.5,2.0,1.0,0.0,0.0
**通3G发薪计划群23,2.0,53.0,105.0,0.0435413642961,0.711538461538,31.6451612903,9.19518944041,0.193548387097,0.0,92.0,1.0,0.266666666667,0.0
**圳期货友人交流,2.0,237.0,409.0,0.00345061860831,0.710144927536,29.2243589744,6.14209280915,0.524096385542,0.0,258.0,0.84496124031,0.110024449878,0.0
**赢投机信息群,2.0,64.0,2.0,0.0186011904762,0.693548387097,33.5,7.77607814418,0.108695652174,1.0,1.0,1.0,1.0,0.0
**南恒丰伟业_主群,2.0,172.0,1056.0,0.0886032911737,0.4,27.9090909091,5.53097961822,0.976608187135,0.0852272727273,250.0,0.464,0.0161137440758,0.0160984848485
